#,"McGlathery, K.J., Christian, R.R. 2000. Water Quality Sampling - integrated"
#,"measurements for the Virginia Coast, 1992-2016. Virginia Coast Reserve"
#,"Long-Term Ecological Research Project Data Publication knb-lter-vcr.247.6"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.247)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.2
#,For additional information about the data contact: Karen McGlathery
#,(kjm4k@virginia.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014 and DEB-1237733. VCR/LTER: http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
"station","measureDate","StaGrpCode","StaType","Transect","Latitude","Longitude","time","analyst","tidestage","scttemp","sctsal","sctcond","airtemp","refrsal","dotemp","do","secchi","depth","winddir","windsp","commentOBS","chla","chla_sd","chla_N","chla_qual","phaeopigments","phaeopigments_sd","phaeopigments_N","phaeopigments_qual","nh3","nh3_sd","nh3_N","nh3qual","po4","po4_sd","po4_N","po4qual","nox","nox_sd","nox_N","noxqual","no2","no2_sd","no2_N","no2qual","din","commentNutr","noxTDN","noxTDN_sd","noxTDN_N","noxTDNqual","no2TDN","no2TDN_sd","no2TDN_N","no2TDNqual","commentTDN","processorTDN","organic_content","organic_content_sd","organic_content_N","oc_qual","porosity","porosity_sd","porosity_N","porosity_qual","comments_organic_content","chlor_a","chlor_a_sd","chlor_a_N","chlor_aqual","phaeopigments_a","phaeopigments_a_sd","phaeopigments_a_N","phaeopigments_aqual","commentWaterChl","Gracilaria_mass","Gracilaria_sd","Gracilaria_N","Gracilaria_qual","Ulva_mass","Ulva_sd","Ulva_N","Ulva_qual","commentMacroalgae","tss","tss_sd","tss_N","tssqual","pom","pom_sd","pom_N","pomqual","pim","pim_sd","pim_N","pimqual","commentTSS","sedMass","sedMass_sd","sedMass_N","sedMassqual","sedperc_N","sedperc_N_sd","sedperc_N_N","sedperc_Nqual","sedperc_C","sedperc_C_sd","sedperc_C_N","sedperc_Cqual","commentSedCN"
"MI",1998-06-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,352,,,25.8,28.4,,,,,5.8,110,26,,,,,,,"M",,,,"M",4.36,,1,"",0.704,,1,"",,,,"M",,,,"M",,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.09,,,"K",2.21,,,"K",,,,,,,,,,,74.61,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1998-07-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,945,"","",25.8,31.2,0,27,,26,6,94,7.8,"SW",13.3,"",,,,"M",,,,"M",3.15,,1,"",0.452,,1,"",0.789,,1,"",,,,"M",3.939,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.84,,,"K",2.29,,,"K",,,,,,,,,,,15.11,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1998-08-25,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1213,"","",28,,0,27,,,,71,11,"",,"",,,,"M",,,,"M",2.8,,1,"",0.39,,1,"",0.712,,1,"",,,,"M",3.512,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.95,,,"K",2.55,,,"K",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",1998-09-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1010,"","",23.7,29.5,45,24.1,,24,7.7,150,9.8,"SW",25,"",,,,"M",,,,"M",2.21,,1,"",0.5,,1,"",1.35,,1,"",,,,"M",3.56,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.17,,,"K",0.993,,,"K",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",1998-10-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1152,"","",16.5,30.5,48,17.8,,17.8,7.8,120,13.7,"",,"",,,,"M",,,,"M",1.39,,1,"",0.553,,1,"",0.814,,1,"",,,,"M",2.204,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.28,,,"K",1.11,,,"K",,,,,,,,,,,49.46,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1998-12-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1125,"","",13.5,32,50,14.5,,14,9.7,115,13.1,"SW",25,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,1.39,,,"K",,,,"M",,,,,,,,,,,64.28,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1998-12-18,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1000,"","",9.1,26,41,4.9,,,,90,7.9,"NW",41.7,"",,,,"M",,,,"M",2.28,,1,"",0.519,,1,"",0.861,,1,"",,,,"M",3.141,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.46,,,"K",,,,"M",,,,,,,,,,,161.3,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-01-28,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1320,"","",9.3,29.4,46,15.5,,,,160,16.8,"W",25,"",,,,"M",,,,"M",0.729,,1,"",1.25,,1,"",1.26,,1,"",,,,"M",1.989,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.07,,,"K",0.053,,,"K",,,,,,,,,,,18.04,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-02-25,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1340,"","",4.7,27.7,45,4,,5,10.2,70,9.2,"NW",25,"",,,,"M",,,,"M",0.891,,1,"",0.272,,1,"",0.632,,1,"",,,,"M",1.523,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.52,,,"K",,,,"M",,,,,,,,,,,8.111,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-03-31,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1340,"","",11,28,43,17.7,,11,9.2,130,10.7,"SW",25,"",,,,"M",,,,"M",0.518,,1,"",1.67,,1,"",5.24,,1,"",,,,"M",5.758,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.88,,,"K",,,,"M",,,,,,,,,,,33.88,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-04-28,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1330,"","",15.8,28.7,45,16,,16,7,120,12.2,"NE",33.3,"",,,,"M",,,,"M",0.555,,1,"",0.756,,1,"",0.655,,1,"",,,,"M",1.21,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.62,,,"K",0.5,,,"K",,,,,,,,,,,30.88,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-05-25,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1338,"","",20,,0,20,,21,,110,10.7,"SW",25,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,0.659,,,"K",1.23,,,"K",,,,,,,,,,,71.14,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-06-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1,"","",27.1,33.4,50,27,,28,6.4,,12.5,"S",16.7,"",,,,"M",,,,"M",5.44,,1,"",0.708,,1,"",1.47,,1,"",,,,"M",6.91,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.46,,,"K",0.777,,,"K",,,,,,,,,,,93.39,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-07-31,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1514,"","",29.9,,0,31,,30,,125,12.3,"VAR",,"",,,,"M",,,,"M",2.45,,1,"",1.15,,1,"",1.27,,1,"",,,,"M",3.72,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,200.9,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-09-09,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1410,"","",24.8,,0,27,,25,,72,13.7,"S",16.7,"",,,,"M",,,,"M",4.9,,1,"",0.76,,1,"",2.62,,1,"",,,,"M",7.52,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.88,,,"K",1.87,,,"K",,,,,,,,,,,256.5,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-09-29,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1552,"","",28,31,0,28,31,24,6.2,58,13.1,"SE",16.7,"",,,,"M",,,,"M",2.24,,1,"",0.817,,1,"",1.38,,1,"",,,,"M",3.62,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.71,,,"K",1.21,,,"K",,,,,,,,,,,186.7,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-11-03,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1210,"","",19,33,0,19,33,16,7.9,60,1.9,"W",25,"",,,,"M",,,,"M",1.31,,1,"",0.65,,1,"",1.09,,1,"",,,,"M",2.4,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.17,,,"K",0.171,,,"K",,,,,,,,,,,157.6,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-11-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1557,"","",9.4,31.5,49,13,,10,8.8,90,12.2,"NW",25,"",,,,"M",,,,"M",0.996,,1,"",0.447,,1,"",0.717,,1,"",,,,"M",1.713,"",,,,"M",,,,"M",,,,,,"M",,,,,,0.854,,,"K",0.865,,,"K",,,,,,,,,,,118.2,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",1999-12-02,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1,"","",10.5,30.5,47,11.3,,11.2,8.2,85,13.7,"CALM",0,"",,,,"M",,,,"M",0.877,,1,"",0.395,,1,"",0.717,,1,"",,,,"M",1.594,"",,,,"M",,,,"M",,,,,,"M",,,,,,0.427,,,"K",0.769,,,"K",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2000-01-27,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1600,"","",4.1,30.4,48,7,,4.9,10.7,85,12.8,"NW",16.7,"",,,,"M",,,,"M",0.7,,1,"",0.092,,1,"",0.896,,1,"",,,,"M",1.596,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.42,,,"K",1.37,,,"K",,,,,,,,,,,117.3,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2000-02-24,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1615,"","",11.3,31.3,48,19,,11.2,8.2,110,10.7,"CALM",0,"",,,,"M",,,,"M",1.29,,1,"",0.23,,1,"",1.23,,1,"",,,,"M",2.52,"",,,,"M",,,,"M",,,,,,"M",,,,,,0.641,,,"K",0.3,,,"K",,,,,,,,,,,34.89,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2000-03-27,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1750,"","",14.6,31.6,48,15,,14,8,92,12.5,"NE",16.7,"",,,,"M",,,,"M",1.37,,1,"",0.325,,1,"",1.55,,1,"",,,,"M",2.92,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",1.61,,,"K",,,,,,,,,,,24.29,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2000-04-25,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",0.533,,1,"",0.377,,1,"",1.08,,1,"",,,,"M",1.613,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.56,,,"K",,,,"M",,,,,,,,,,,75.58,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2000-06-28,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",2.1,,1,"",0.616,,1,"",0.947,,1,"",,,,"M",3.047,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.92,,,"K",1.37,,,"K",,,,,,,,,,,37.4,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2000-07-25,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2000-10-10,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2000-11-08,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,938,"","",13.4,30.8,47,16.3,,,,104,21.6,"N",3.3,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,7.25,,,"K",,,,"M",,,,,,,,,,,95.44,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2000-12-06,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1050,"","",5.6,30.2,47,1.9,,,,101,14.7,"NE",5,"",,,,"M",,,,"M",0.518,,1,"",0.473,,1,"",0.799,,1,"",,,,"M",1.317,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.03,,,"K",0.288,,,"K",,,,,,,,,,,130.9,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-02-07,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,915,"","",4.7,31,49,7,,,,144,15.4,"SE",8.3,"",,,,"M",,,,"M",0.589,,1,"",0.203,,1,"",0.516,,1,"",,,,"M",1.105,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.04,,,"K",0.121,,,"K",,,,,,,,,,,160.2,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-03-08,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1129,"","",5.6,30,47,11.5,,,,56,24.6,"SE",8.3,"",,,,"M",,,,"M",0.813,,1,"",0.368,,1,"",0.509,,1,"",,,,"M",1.322,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.24,,,"K",2.47,,,"K",,,,,,,,,,,1433,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-04-05,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1040,"","",8.6,30.2,47,10.4,,,,94,14.3,"SE",5,"",,,,"M",,,,"M",0.813,,1,"",0.368,,1,"",0.509,,1,"",,,,"M",1.322,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.62,,,"K",0.801,,,"K",,,,,,,,,,,1058,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-05-02,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1135,"","",16.4,31,45,21.7,,,,158,21.4,"S",13.3,"",,,,"M",,,,"M",1.2,,1,"",0.184,,1,"",0.599,,1,"",,,,"M",1.799,"",,,,"M",,,,"M",,,,,,"M",,,,,,0.748,,,"K",0.822,,,"K",,,,,,,,,,,116.8,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-06-04,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1043,"","",21,34.9,48,22.6,,,12.8,109,23.4,"NW",6.7,"",,,,"M",,,,"M",1.08,,1,"",0.093,,1,"",0.422,,1,"",,,,"M",1.502,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.78,,,"K",0.812,,,"K",,,,,,,,,,,133.6,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-08-15,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1020,"","",25.6,32,0,26.9,32,25,7.2,60,6.2,"NE",25,"",,,,"M",,,,"M",1.63,,1,"",0.542,,1,"",0.9,,1,"",,,,"M",2.53,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.49,,,"K",1.72,,,"K",,,,,,,,,,,1828,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-09-12,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,913,"","",27,32,0,27,32,24.5,9.4,106,15.5,"NE",21.7,"",,,,"M",,,,"M",1.2,,1,"",0.849,,1,"",0.67,,1,"",,,,"M",1.87,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.93,,,"K",1.46,,,"K",,,,,,,,,,,204.6,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-10-12,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1105,"","",30,32,0,30,32,18,7.1,156,22.3,"NE",5,"",,,,"M",,,,"M",0.702,,1,"",0.344,,1,"",0.529,,1,"",,,,"M",1.231,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.03,,,"K",0.812,,,"K",,,,,,,,,,,,,,"M",,,1,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-11-14,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1147,"","",12.2,32.9,50,17.5,,12,,103,12.3,"NW",5,"",,,,"M",,,,"M",0.773,,1,"",0.429,,1,"",0.416,,1,"",,,,"M",1.189,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.24,,,"K",0.374,,,"K",,,,,,,,,,,41.56,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2001-12-10,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1315,"","",12.1,33.2,51,11.2,,12.5,8.5,92,12.2,"NW",30,"",,,,"M",,,,"M",0.484,,1,"",0.406,,1,"",0.646,,1,"",,,,"M",1.13,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.14,,,"K",2.11,,,"K",,,,,,,,,,,52.56,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-01-22,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,843,"","",5.4,32,50,10,,5.5,11.4,135,22.6,"SW",6,"",,,,"M",,,,"M",0.595,,1,"",1.06,,1,"",0.266,,1,"",,,,"M",0.861,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.14,,,"K",0.107,,,"K",,,,,,,,,,,33.56,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-02-21,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,909,"","",8.1,32.6,50,16,,8,11.2,108,17.4,"W",15,"",,,,"M",,,,"M",0.475,,1,"",0.333,,1,"",0.315,,1,"",,,,"M",0.79,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.39,,,"K",0.331,,,"K",,,,,,,,,,,34.44,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-03-26,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1110,"","",10.5,32.5,50,14.7,,10.5,7,62,7.6,"N",5,"",,,,"M",,,,"M",0.54,,1,"",0.278,,1,"",0.304,,1,"",,,,"M",0.844,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.28,,,"K",1.34,,,"K",,,,,,,,,,,41.89,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-04-24,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1132,"","",15,32.1,49,16,,15,5.8,55,20,"NE",16.7,"",,,,"M",,,,"M",0.483,,1,"",,,,"M",0.421,,1,"",,,,"M",0.904,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.82,,,"K",2.07,,,"K",,,,,,,,,,,43.11,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-05-21,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1226,"","",17.1,32.1,49,12.7,,17,6,107,22.9,"NE",18.3,"",,,,"M",,,,"M",0.318,,1,"",0.235,,1,"",0.241,,1,"",,,,"M",0.559,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.24,,,"K",0.673,,,"K",,,,,,,,,,,37.67,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-06-21,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1338,"","",24.5,32.2,49,23.5,,25,5.3,79,12.5,"SE",23.3,"",,,,"M",,,,"M",0.182,,1,"",0.424,,1,"",0.107,,1,"",,,,"M",0.289,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.24,,,"K",0.822,,,"K",,,,,,,,,,,39.22,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-07-22,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1243,"","",28.1,32.9,50,28.7,,28.5,5.5,78,22.4,"SE",16.7,"",,,,"M",,,,"M",0.547,,1,"",0.672,,1,"",0.303,,1,"",,,,"M",0.85,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.38,,,"K",1.23,,,"K",,,,,,,,,,,39.44,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-08-20,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1325,"","",28.4,32,49,33.7,,29,3.5,121,21.6,"NE",16.7,"",,,,"M",,,,"M",0.473,,1,"",0.866,,1,"",0.402,,1,"",,,,"M",0.875,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.67,,,"K",1.37,,,"K",,,,,,,,,,,24.67,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-09-30,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,930,"","",23.5,32.1,49,28.8,,23.5,3.5,132,16.8,"E",6.7,"",,,,"M",,,,"M",2.79,,1,"",0.983,,1,"",0.475,,1,"",,,,"M",3.265,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.5,,,"K",1.57,,,"K",,,,,,,,,,,35.11,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-10-17,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,935,"","",18.6,31.7,48,16.3,,18.5,3.6,55,17.4,"NNE",8.3,"",,,,"M",,,,"M",3.63,,1,"",1.44,,1,"",1.99,,1,"",,,,"M",5.62,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.52,,,"K",1.41,,,"K",,,,,,,,,,,60.44,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-11-19,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1406,"","",11.6,30.1,46,23,,11.5,4,102,22.9,"SW",6.7,"",,,,"M",,,,"M",1.98,,1,"",0.574,,1,"",0.439,,1,"",,,,"M",2.419,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.28,,,"K",1.11,,,"K",,,,,,,,,,,40.44,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2002-12-17,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1207,"","",5.4,31.1,49,1.9,,,8,88,16.2,"NE",5,"",,,,"M",,,,"M",0.493,,1,"",0.204,,1,"",0.162,,1,"",,,,"M",0.655,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.39,,,"K",,,,"M",,,,,,,,,,,29.56,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2003-01-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2003-02-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2003-03-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2003-04-14,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1343,"","",11.4,28.5,44,9.8,,11.5,10.2,105,13.7,"ENE",8.3,"",,,,"M",,,,"M",0.033,,1,"",0.026,,1,"",1.55,,1,"",,,,"M",1.583,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.1,,,"K",,,,"M",,,,,,,,,,,32.56,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2003-05-01,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"MI",2003-06-27,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1213,"","",27,30.8,47,27.8,,26.5,5.8,92,21.6,"CALM",0,"",,,,"M",,,,"M",1.58,,1,"",0.36,,1,"",0.341,,1,"",,,,"M",1.921,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.56,,,"K",0.053,,,"K",,,,,,,,,,,43.78,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"MI",2003-07-28,3,"Ocean Inlet","Machipongo",37.36764,-75.73592,1347,"","",26.2,30.8,47,35.5,,26,6,68,18.9,"E",13.3,"",,,,"M",,,,"M",2.34,,1,"",0.568,,1,"",0.967,,1,"",,,,"M",3.307,"",,,,"M",,,,"M",,,,,,"M",,,,,,5.02,,,"K",1.11,,,"K",,,,,,,,,,,40.78,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
