station,measureDate,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,airtemp,refrsal,dotemp,do,secchi,depth,winddir,windsp,commentOBS,chla,chla_sd,chla_N,chla_qual,phaeopigments,phaeopigments_sd,phaeopigments_N,phaeopigments_qual,nh3,nh3_sd,nh3_N,nh3qual,po4,po4_sd,po4_N,po4qual,nox,nox_sd,nox_N,noxqual,no2,no2_sd,no2_N,no2qual,din,commentNutr,noxTDN,noxTDN_sd,noxTDN_N,noxTDNqual,no2TDN,no2TDN_sd,no2TDN_N,no2TDNqual,commentTDN,processorTDN,organic_content,organic_content_sd,organic_content_N,oc_qual,porosity,porosity_sd,porosity_N,porosity_qual,comments_organic_content,chlor_a,chlor_a_sd,chlor_a_N,chlor_aqual,phaeopigments_a,phaeopigments_a_sd,phaeopigments_a_N,phaeopigments_aqual,commentWaterChl,Gracilaria_mass,Gracilaria_sd,Gracilaria_N,Gracilaria_qual,Ulva_mass,Ulva_sd,Ulva_N,Ulva_qual,commentMacroalgae,tss,tss_sd,tss_N,tssqual,pom,pom_sd,pom_N,pomqual,pim,pim_sd,pim_N,pimqual,commentTSS,sedMass,sedMass_sd,sedMass_N,sedMassqual,sedperc_N,sedperc_N_sd,sedperc_N_N,sedperc_Nqual,sedperc_C,sedperc_C_sd,sedperc_C_N,sedperc_Cqual,commentSedCN
CSM,7/15/2008,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1104,KMO/DB,LATE EBB,24.7,32,49,24.6,,24.7,3.7,46,1.2,NE,18.2,"Could not access PCm site.  Tide too low to get around SE turn to get to site.  Overall, tide lower than normal by approximately 1 ft, visible sediment in water at all sites.",,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,38.83333333,2.793444707,3,,,,,M,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,50.8625599,3,M,,97.57219549,3,M,,27.06165799,3,M,,,,,M,,,,M,,,,M,
CSM,10/9/2008,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,24.66666667,4.752192476,3,,,,,M,,MEG MILLER,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,4/1/2009,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,9.903333333,0.02081666,3,,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,12/1/2009,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,1.71,0.121655251,3,,0.363,0.198403629,3,,1.119,0.185261977,2,,,,,M,2.829, ,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,5/25/2010,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,,,,M,0.127,,1,,,,,M,,,,M,, ,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,7/27/2011,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,AS/DB,Mid Ebb,28.1,30.8,47.3,29.7,,28.4,4.11,45,2.6,NE,6.4,Airtemp converted from F to C,,,,M,,,,M,4.926666667,0.544456916,3,,1.296666667,0.057735027,3,,2.55,0.419046537,3,,,,,M,7.476666667, ,29.7,5.798275606,2,,,,,M,,MEG MILLER ,,,,M,,,,,,4.533066667,0.392139023,3,,6.431733333,0.919068545,3,,,,,,,,,,,,,75.56674754,3,M,,285.4125669,3,M,,74.79527614,3,M,,,,,M,,,,M,,,,M,
CSM,10/10/2011,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1201,BR,,19.7,30.6,46.89,7,,,,73,,,,,,,,M,,,,M,1.3,0.307896086,3,,1.021,0.068286163,3,,0.129333333,0.029263174,3,,,,,M,1.429333333, ,21.63333333,0.585946528,3,,,,,M,,MEG MILLER ,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,1/5/2012,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1029,BR,,3.7,31.9,50.1,10.6,,,,132,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,2.610666667,1.482146192,3,,2.323493333,3.493042781,3,,,,,,,,,,,,,74.24621202,2,M,,155.5634919,2,M,,395.2726907,2,M,,,,,M,,,,M,,,,M,
CSM,4/4/2012,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1017,AS DB,,14.2,32,49.01,7.4,,,,89,,,,,,,,M,,,,M,,,,M,0.241,,1,,,,,M,,,,M,, ,,,,M,,,,M,,,,,,M,,,,,,0.949333333,0.411073392,3,,1.243626667,0.411073392,3,,,,,,,,,,,,,213.7903958,3,M,,141.3376572,3,M,,376.1839089,3,M,,,,,M,,,,M,,,,M,
CSM,7/16/2012,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,AS DB,,28.3,32.2,49.3,,,,,36,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,4.272,0,3,,5.04808,0.474789767,3,,,,,,,,,,,,,76.91770494,3,M,,159.5754785,3,M,,46.69403959,3,M,,,,,M,,,,M,,,,M,
CSM,10/1/2012,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,4.873333333,0.740090085,3,,0.732666667,0.042524503,3,,1.68,0.121243557,3,,,,,M,6.553333333, ,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,11/11/2012,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1105,AS DB,,12.8,30.6,47,,,,,80,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,0.949333333,0.411073392,3,,1.243626667,0.68523604,3,,,,,,,,,,,,,201.4009268,3,M,,1.154700538,3,M,,175.4194972,3,M,,,,,M,,,,M,,,,M,
CSM,4/8/2013,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1115,,MID EBB,,31.1,49.46,,,,,90,,,,Salinity measured with YSI at lab.  DO and temp/salinity probes not working properly,,,,M,,,,M,0.0363,,1,,0.1302,0.046211687,3,,,,,M,,,,M,,,8.766666667,0.808290377,3,,,,,M,,MEG MILLER ,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,4/9/2013,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,43.82160806,3,M,,144.9287181,3,M,,22.05296654,3,M,,,,,M,,,,M,,,,M,
CSM,8/5/2013,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1117,DB,MID EBB,24.5,31.4,48.13,29,,24.5,6.45,40,6,NE,6.8,DO measurements likely slightly high because salinity parameter was not set to 30,,,,M,,,,M,5.216666667,0.868005376,3,,0.735,0.010535654,3,,0.13,0.025455844,2,,,,,M,5.346666667,,21.58333333,1.331665624,3,,,,,M,,MEG MILLER ,,,,M,,,,,,3.916,0.616610087,3,,6.50056,0.947836211,3,,,,,,,,,,,,,90.0074071,3,M,,90.11844058,3,M,,72.14106551,3,M,,,,,M,,,,M,,,,M,
CSM,10/3/2013,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1033,LA/NoahEgge/DB,MID EBB,21.7,31.9,44.8,24,,21.7,5.87,55,7,W,3,,,,,M,,,,M,3.41,0.663400332,3,,0.897,0.130770792,3,,0.1375,0.000707107,2,,,,,M,3.5475,,23.185,6.293250353,2,,,,,M,,MEG MILLER ,,,,M,,,,,,1.661333333,0.411073392,3,,6.37952,1.233240728,3,,,,,,,,,,,,,467.3867064,3,M,,323.0742949,3,M,,305.5819585,3,M,,,,,M,,,,M,,,,M,
CSM,12/16/2013,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1039,DB/AS,MID EBB,5.9,29.9,46.71,6.1,,5.9,9.46,130,3.6,N,4,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,1.424,0,3,,3.51016,0,3,,,,,,,,,,,,,5.196152423,3,M,,208.2210364,3,M,,32.51153641,3,M,,,,,M,,,,M,,,,M,
CSM,3/27/2014,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1008,DB/AS,MID EBB,2.9,31.8,28.95,0.9,,3,10.56,95,2.9,NE,5.4,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,19.46666667,0.2081666,3,,,,,M,,MEG MILLER ,,,,M,,,,,,1.661333333,1.087597965,3,,6.014026667,2.720495384,3,,,,,,,,,,,,,118.2891936,3,M,,90.02962475,3,M,,68.92266197,3,M,,,,,M,,,,M,,,,M,
CSM,6/11/2014,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1025,DB,MID EBB,24,30.9,47.44,21.9,,23.9,5.3,60,4.1,NE,14.2,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,38.05,0.353553391,2,,,,,M,,MEG MILLER ,,,,M,,,,,,4.509333333,0.411073392,3,,4.07976,0.221979631,3,,,,,,,,,,,,,180.133284,3,M,,174.5059693,3,M,,112.451471,3,M,,,,,M,,,,M,,,,M,
CSM,9/22/2014,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1019,DB,FALLING,22.4,32.3,49.3,23,,22.4,6.03,40,5.4,N,7.4,Airtemp converted from F to C,,,,M,,,,M,3.6,0.36373067,3,,0.466,0.067616566,3,,0.254666667,0.059002825,3,,,,,M,3.854666667,,13.7,0.781024968,3,,,,,M,,MEG MILLER ,,,,M,,,,,,14.90414904,2.244760294,3,,0.518405184,2.723940542,3,,,,,,,,,,,,,19.5192213,3,M,,433.7053531,3,M,,163.6225331,3,M,,,,,M,,,,M,,,,M,
CSM,12/5/2014,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1031,DB/AS,,8.4,32.9,50.7,8.2,,8.4,9.84,75,6.2,,0,Airtemp converted from F to C,,,,M,,,,M,2.746666667,0.455668008,3,,0.521333333,0.031973948,3,,0.297333333,0.073792502,3,,,,,M,3.044,,13.7,0.781024968,3,,,,,M,,MEG MILLER ,,,,M,,,,,,1.94401944,0,3,,0.32400324,0.785666103,3,,,,,,,,,,,,,2.081665999,3,M,,56.0119035,3,M,,10.14889157,3,M,,,,,M,,,,M,,,,M,
CSM,4/16/2015,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,940,DB,FALLING,11.9,32.6,37.41,12.9,,11.9,8.67,75,3,NNE,13.5,Airtemp converted from F to C,,,,M,,,,M,1.785333333,0.057143095,3,,0.263666667,0.032020827,3,,,,,M,,,,M,,,11.93333333,1.205542755,3,,,,,M,,MEG MILLER ,,,,M,,,,,,14.90414904,1.122380147,3,,2.332823328,3.01792974,3,,,,,,,,,,,,,4.041451884,3,M,,241.3324125,3,M,,38.94012498,3,M,,,,,M,,,,M,,,,M,
CSM,6/16/2015,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1102,DB/EB/N,FALLING,26.5,33.4,51,30,,26.5,6.22,40,7,N,5,Airtemp converted from F to C,,,,M,,,,M,4.05,0.330454233,3,,0.520333333,0.009291573,3,,0.05345,0.045325545,2,,,,,M,4.10345,,17.7,2.116601049,3,,,,,M,,MEG MILLER ,,,,M,,,,,,20.08820088,2.244760294,3,,-3.758437584,0.112238015,3,Q,,,,,,,,,,,,2.516611478,3,M,,31.53305144,3,M,,49.95998399,3,M,,,,,M,,,,M,,,,M,
CSM,10/15/2015,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,4.203333333,0.14571662,3,,0.244,0.042142615,3,,4.143333333,0.096090235,3,,,,,M,8.346666667,,27,4.233202098,3,,,,,M,,MEG MILLER ,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,11/1/2015,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,,,,,,,,,,,,,,,,,,,M,,,,M,2.926666667,0.02081666,3,,0.131333333,0.0090185,3,,1.13,0.113578167,3,,,,,M,4.056666667,,16.93333333,0.665832812,3,,,,,M,,MEG MILLER ,,,,M,,,,,,4.53604536,1.122380147,3,,5.896858968,1.90804625,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,2/21/2016,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1026,DB/TB/RA,FALLING,6.5,32.2,,10.5,,6.7,10.68,58,3.8,SW,5.2,sctcond units bad,,,,M,,,,M,0.143,0.004242641,2,,,,,M,,,,M,,,,M,,,10.1,2.404163056,2,,,,,M,,MEG MILLER ,,,,M,,,,,,3.88803888,3.88803888,3,,15.68175682,15.10133187,3,,,,,,,,,,,,,55.15735067,3,M,,398.4520046,3,M,,169.8204935,3,M,,,,,M,,,,M,,,,M,
CSM,8/17/2016,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1015,ART/SP,EARLY EBB,28.8,32.4,49.7,29.9,,28.8,4.37,74,3.7,ESE,5,,,,,M,,,,M,5.48,0.355387113,3,,1.636666667,0.851606325,3,,0.45,0.362136715,3,,,,,M,5.93,,9.833333333,0.602771377,3,,,,,M,,MEG MILLER ,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,10/18/2016,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1132,ACS/ST/JRP,EARLY EBB,20.3,29.8,45.82,22.6,,20.3,6.72,95,1.5,SE,9,,,,,M,,,,M,1.533333333,0.123423391,3,,0.536666667,0.02055075,3,,2.536666667,0.096090235,3,,,,,M,4.07,,13.23333333,0.577350269,3,,,,,M,,MEG MILLER ,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,12/13/2016,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,,,7.5,30.5,47.42,8.5,,7.5,8.58,75,8,NNE,5.4,,,,,M,,,,M,1.041833333,0.175916363,6,,0.449,0.030199338,3,,,,,M,,,,M,,,15.8,2.286919325,3,,,,,M,,MEG MILLER ,,,,M,,,,,,8.359283592,0.97200972,3,,0.213842138,1.127028399,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,4/27/2017,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1214,,FALLING,17.7,31.4,48.09,21.4,,17.7,7.3,55,6,S,6.2,,,,,M,,,,M,1.020333333,0.203583726,3,,,,,M,,,,M,,,,M,,,8.671666667,1.205833045,3,,,,,M,,MEG MILLER ,,,,M,,,,,,7.12807128,1.122380147,3,,-1.231212312,0.997593296,3,Q,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,8/21/2017,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1030,EB/DL/SK,FALLING,27.3,30.2,48.66,28.5,,27.2,4.56,35,5,NE,1.1,,,,,M,,,,M,6.7,0.225166605,3,,4.93,0,3,,1.65,0.085440037,3,,,,,M,8.35,,13.6,1.272792206,2,,,,,M,,MEG MILLER ,,,,M,,,,,,11.27531275,2.029615881,3,,-0.025920259,2.687133719,3,Q,,,,,,,,,,,,613.0532875,3,M,,594.5471666,3,M,,513.7084128,3,M,,,,,M,,,,M,,,,M,
CSM,12/4/2017,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1045,DL/AB/MV/LA,FALLING,11.1,31.1,47.87,11,,11.5,7.37,100,13,NW,6,,,,,M,,,,M,2.763333333,0.808723274,3,,0.364333333,0.037806525,3,,0.461666667,0.111733313,3,,,,,M,3.225,,19,1.252996409,3,,,,,M,,MEG MILLER ,,,,M,,,,,,3.88803888,1.94401944,3,,6.544865447,4.502129657,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
CSM,4/26/2018,1,Barrier Creek,Machipongo,37.44292143,-75.68927765,1115,LA/DL/AB/CJ,FALLING,14.4,31.2,47.99,15.4,,14.5,7.03,104,8.1,W,10.1,,,,,M,,,,M,0.891666667,0.107295542,3,,0.227,,1,,0.188,0.046518813,3,,,,,M,1.079666667,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,7/28/1992,2,Mainland Creek,Machipongo,37.48451,-75.80706,1124,,,28,30,48,,,26,7,50,2.1,NW,10,,,,,M,,,,M,5.02,,,K,0.755,,1,,4.37,,1,,,,,M,9.39,,,,,M,,,,M,,,,,,M,,,,,,1.07,,,K,0.302,,,K,,,,,,,,,,,30.64,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,8/25/1992,2,Mainland Creek,Machipongo,37.48451,-75.80706,1035,,,28,21,37,,29,26,9.2,60,1.8,NW,,,,,,M,,,,M,6.38,,,K,0.419,,1,,4.42,,1,,,,,M,10.8,,,,,M,,,,M,,,,,,M,,,,,,4.63,,,K,,,,M,,,,,,,,,,,20.57,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,10/6/1992,2,Mainland Creek,Machipongo,37.48451,-75.80706,1027,,,15,26.3,0,,26.3,15,8.3,90,,NE,25,,,,,M,,,,M,3.9,,,K,0.3885,0.276478751,2,,2.89,,1,,,,,M,6.79,,,,,M,,,,M,,,,,,M,,,,,,1.42,,,K,,,,M,,,,,,,,,,,14.29,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,10/26/1992,2,Mainland Creek,Machipongo,37.48451,-75.80706,1421,,,15,30,37,,,14,8.4,60,1.8,,,,,,,M,,,,M,5.68,,,K,0.5865,0.003535534,2,,1.21,,1,,,,,M,6.89,,,,,M,,,,M,,,,,,M,,,,,,2.14,,,K,0.19,,,K,,,,,,,,,,,28.66,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,11/17/1992,2,Mainland Creek,Machipongo,37.48451,-75.80706,942,,,10,25,30,,28,9,10.7,100,1.5,,,,,,,M,,,,M,0.016,,1,,0.316,,1,,0.352,,1,,,,,M,0.368,,,,,M,,,,M,,,,,,M,,,,,,0.908,,,K,1.12,,,K,,,,,,,,,,,19.06,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,12/15/1992,2,Mainland Creek,Machipongo,37.48451,-75.80706,708,,,,26,0,,26,,,70,1.2,,,,,,,M,,,,M,0.973,,1,,0.751,0.189504617,2,,4.82,,1,,,,,M,5.793,,,,,M,,,,M,,,,,,M,,,,,,2.14,,,K,0.67,,,K,,,,,,,,,,,27.49,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,1/26/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,855,,,5,21,22,,,5,15,120,,NE,50,,,,,M,,,,M,1.66,,1,,0.773,,1,,3.93,,1,,,,,M,5.59,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,16.97,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,2/23/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,2,,,8,26,28,,,,,120,3,NE,33.3,,,,,M,,,,M,1.19,,1,,0.3085,0.280721392,2,,0.544,,1,,,,,M,1.734,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,20.65,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,3/23/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1050,,,7,19,23,,,6.5,11,90,2.1,NE,25,,,,,M,,,,M,2.46,,,K,0.136,0.03959798,2,,2.69,,1,,,,,M,5.15,,,,,M,,,,M,,,,,,M,,,,,,6.41,,,K,8.74,,,K,,,,,,,,,,,19.03,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,4/27/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1000,,,13,28,34,,,13,9,80,,NE,25,,,,,M,,,,M,0.05,,,K,0.3245,0.009192388,2,,1.96,,1,,,,,M,2.01,,,,,M,,,,M,,,,,,M,,,,,,0.868,,,K,0.002,,,K,,,,,,,,,,,16.38,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,5/25/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,21,27,38,,,20,6.3,65,,,,,,,,M,,,,M,1.98,,,K,0.099,0.094752309,2,,4.49,,1,,,,,M,6.47,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,40.62,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,6/26/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,25,30,47,,,24.5,5.6,45,,SW,16.7,,,,,M,,,,M,3.06,,,K,0.5775,0.502752921,2,,0.834,,1,,,,,M,3.894,,,,,M,,,,M,,,,,,M,,,,,,4.23,,,K,6.34,,,K,,,,,,,,,,,26.13,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,7/27/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,27,31,48,,35,26,4.4,40,,,,,,,,M,,,,M,6.01,,,K,1.0525,0.166170094,2,,2.1,,1,,,,,M,8.11,,,,,M,,,,M,,,,,,M,,,,,,10,,,K,9.59,,,K,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,8/24/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,27,26,41,,34,26,3.2,65,,,,,,,,M,,,,M,0.05,,,K,1.45,0.098994949,2,,3.78,,1,,,,,M,3.83,,,,,M,,,,M,,,,,,M,,,,,,1.96,,,K,9.88,,,K,,,,,,,,,,,21.13,,1,K,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,9/1/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,10/1/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1530,,,20,32,42,,30,20,8.9,60,,,,,,,,M,,,,M,1.59,,,K,1.1895,1.08965155,2,,1.06,,1,,,,,M,2.65,,,,,M,,,,M,,,,,,M,,,,,,4.82,,,K,1.74,,,K,,,,,,,,,,,33.37,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,11/5/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,13,23,33,,30,13,8.1,97,,,,,,,,M,,,,M,2.82,,,K,0.652,0.089095454,2,,2.8,,1,,,,,M,5.62,,,,,M,,,,M,,,,,,M,,,,,,1.6,,,K,3.01,,,K,,,,,,,,,,,22.77,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,12/3/1993,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,11,31,34,,30,,,100,,,,,,,,M,,,,M,1.25,,,K,0.571,,1,,1.17,,1,,,,,M,2.42,,,,,M,,,,M,,,,,,M,,,,,,0.89,,,K,1.68,,,K,,,,,,,,,,,27.23,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,1/28/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,2/25/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,9,22,24,,21,,,65,,,,,,,,M,,,,M,1.31,,,K,0.203,0.066468037,2,,2.14,,1,,,,,M,3.45,,,,,M,,,,M,,,,,,M,,,,,,10.4,,,K,3.74,,,K,,,,,,,,,,,39.18,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,3/31/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,12.5,22,27,,21,,,70,,,,,,,,M,,,,M,1.71,,,K,0.225,,1,,1.19,,1,,,,,M,2.9,,,,,M,,,,M,,,,,,M,,,,,,9.2,,,K,8.87,,,K,,,,,,,,,,,173.7,,1,K,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,4/29/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,24,26,39,,32,,,50,,,,,,,,M,,,,M,2.79,,,K,0.298,,1,,0.5,,1,,,,,M,3.29,,,,,M,,,,M,,,,,,M,,,,,,4.23,,,K,0.665,,,K,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,5/1/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,23,28,44,,,24,6.7,70,,,,,,,,M,,,,M,,,,M,0.334,,1,,0.708,,1,,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,8.6,,,K,,,,M,,,,,,,,,,,30.5,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,6/28/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,30,25,42,,,28,7.3,30,,,,,,,,M,,,,M,0.124,,,K,0.689,,1,,0.463,,1,,,,,M,0.587,,,,,M,,,,M,,,,,,M,,,,,,15.4,,,K,,,,M,,,,,,,,,,,209.2,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,7/26/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,28,25,42,,27,29,5.4,35,,,,,,,,M,,,,M,0.06,,,K,5.35,,1,,2.67,,1,,,,,M,2.73,,,,,M,,,,M,,,,,,M,,,,,,5.34,,,K,4.98,,,K,,,,,,,,,,,173.6,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,8/30/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,26,30,0,,30,26,5.5,100,,,,,,,,M,,,,M,0.035,,,K,0.449,,1,,2.68,,1,,,,,M,2.715,,,,,M,,,,M,,,,,,M,,,,,,11.9,,,K,,,,M,,,,,,,,,,,93.43,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
GC,9/28/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,910,,,23,28,41,,24,25,5.9,60,,,,,,,,M,,,,M,0,,,K,0.488,,1,,1.73,,1,,,,,M,1.73,,,,,M,,,,M,,,,,,M,,,,,,4.98,,,K,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
GC,10/27/1994,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,15,33,35,,,16,6.7,90,,,,,,,,M,,,,M,2.67,,,K,0.91,,1,,1.75,,1,,,,,M,4.42,,,,,M,,,,M,,,,,,M,,,,,,3.74,,,K,,,,M,,,,,,,,,,,25.86,,1,K,,,,M,,,1,M,,,,,M,,,,M,,,,M,
